
Number of dataset(s): 1

Number of LHS samplings: 500

Sampling Number: 0 of 500
/home/popp/nas/Python/Venvs/trepr/lib/python3.6/site-packages/scipy/stats/_binned_statistic.py:607: FutureWarning: Using a non-tuple sequence for multidimensional indexing is deprecated; use `arr[tuple(seq)]` instead of `arr[seq]`. In the future this will be interpreted as an array index, `arr[np.array(seq)]`, which will result either in an error or a different result.
  result = result[core]
Total least-squares: 0.00046081494305805605
Total least-squares: 0.00045801159503361475
Total least-squares: 0.00047074198663376313
Total least-squares: 0.00045745060752195297
Total least-squares: 0.00045519680733765614
Total least-squares: 0.0004585796463399974
Total least-squares: 0.00045977135094499235
Total least-squares: 0.000459834857578852
Total least-squares: 0.0004570391110161406
Total least-squares: 0.00045611833335466916
Total least-squares: 0.00046320746669899524
Total least-squares: 0.0004563376825475231
Total least-squares: 0.0004529553871569582
Total least-squares: 0.00045435988882211735
Total least-squares: 0.0004565498036877334
Total least-squares: 0.0004510220486524346
Total least-squares: 0.0004501646905554939
Total least-squares: 0.00045317806675262333
Total least-squares: 0.00044859039366935776
Total least-squares: 0.00044623912345112977
Total least-squares: 0.0004500708589445505
Total least-squares: 0.0004517942189099462
Total least-squares: 0.00045298260352995295
Total least-squares: 0.0004425679314396561
Total least-squares: 0.0004355516256217519
Total least-squares: 0.00043933942027612924
Total least-squares: 0.0004466631408480506
Total least-squares: 0.0004393358220816491
Total least-squares: 0.000445322947096092
Total least-squares: 0.00043741587697505586
Total least-squares: 0.0004365264372569522
Total least-squares: 0.00043209745269399887
Total least-squares: 0.0004289922176920618
Total least-squares: 0.0004279583155959028
Total least-squares: 0.00041903292165283804
Total least-squares: 0.00042912517130545716
Total least-squares: 0.0004201271184493684
Total least-squares: 0.0004239255780642874
Total least-squares: 0.0004157526555884968
Total least-squares: 0.0004074247728560129
Total least-squares: 0.000405097425155981
Total least-squares: 0.00038404565366087907
Total least-squares: 0.0004013717229620987
Total least-squares: 0.00040423163394132767
Total least-squares: 0.0003792533557483617
Total least-squares: 0.0003465661236917317
Total least-squares: 0.00037507571213234127
Total least-squares: 0.0003622475373017016
Total least-squares: 0.0003580246582701621
Total least-squares: 0.0003538432727768248
Total least-squares: 0.00034505954886745826
Total least-squares: 0.00033233413991285284
Total least-squares: 0.0003175467936060673
Total least-squares: 0.00029775162264552473
Total least-squares: 0.0003174338773241882
Total least-squares: 0.00033416201608734065
Total least-squares: 0.0002881673488075579
Total least-squares: 0.00028796825810160334
Total least-squares: 0.0002759911006612769
Total least-squares: 0.00029618592403999277
Total least-squares: 0.00025339576018434343
Total least-squares: 0.00023437797331998464
Total least-squares: 0.0002461646302622818
Total least-squares: 0.00023294090210472843
Total least-squares: 0.0002639496682120756
Total least-squares: 0.00032665339569649596
Total least-squares: 0.00019631876270645852
Total least-squares: 0.00016797413747781514
Total least-squares: 0.0007340051434804192
Total least-squares: 0.0002535546145302207
Total least-squares: 0.00029606283419331245
Total least-squares: 0.0001848817382231215
Total least-squares: 0.0001758514536926229
Total least-squares: 0.0003395723137325458
Total least-squares: 0.00024113318340486363
Total least-squares: 0.00017825168384150427
Total least-squares: 0.0001517830926431498
Total least-squares: 0.00015251495642313958
Total least-squares: 0.00022158363848179304
Total least-squares: 0.00015871923984654585
Total least-squares: 0.00024280048974359796
Total least-squares: 0.00019896954751581414
Total least-squares: 0.00015460270807010458
Total least-squares: 0.00015282563859976285
Total least-squares: 0.00021872827656840325
Total least-squares: 0.00017942138039614688
Total least-squares: 0.0001580405716990401
Total least-squares: 0.00018358750255509956
Total least-squares: 0.00016250892713117208
Total least-squares: 0.00016665512847878846
Total least-squares: 0.00017955926786111538
Total least-squares: 0.00016129204187469227
Total least-squares: 0.00017980207969640582
Total least-squares: 0.00015678764064318122
Total least-squares: 0.00015400976737489207
Total least-squares: 0.00017021018764699285
Total least-squares: 0.00015557924441935277
Total least-squares: 0.00015272163596143193
Total least-squares: 0.0001630183572122457
Total least-squares: 0.0001517539861676874
Total least-squares: 0.0001452629677192405
Total least-squares: 0.0001433399646266283
Total least-squares: 0.00015361708670270525
Total least-squares: 0.00014721604499332223
Total least-squares: 0.00014877878398663366
Total least-squares: 0.00014779608494495944
Total least-squares: 0.0001493757760724105
Total least-squares: 0.0001461872294624166
Total least-squares: 0.00014744436331108447
Total least-squares: 0.0001537080419605131
Total least-squares: 0.0001464306953764433
Total least-squares: 0.00014071961778132315
Total least-squares: 0.00013779694785847748
Total least-squares: 0.00014202253177954288
Total least-squares: 0.00014483334308161504
Total least-squares: 0.00014453785064209707
Total least-squares: 0.00013919014601776824
Total least-squares: 0.00014802550277414028
Total least-squares: 0.00014261229808654833
Total least-squares: 0.00014407267704512553
Total least-squares: 0.0001373921175977958
Total least-squares: 0.0001373207034199538
Total least-squares: 0.00014403971346835205
Total least-squares: 0.00014101617507736989
Total least-squares: 0.00014907861434894257
Total least-squares: 0.00013957879424564528
Total least-squares: 0.00013793194358716076
Total least-squares: 0.00014199895417996264
Total least-squares: 0.00013238055499224715
Total least-squares: 0.00012809099557522033
Total least-squares: 0.00013204448835343194
Total least-squares: 0.00013472625753990566
Total least-squares: 0.0001331631009762781
Total least-squares: 0.00014077342081462651
Total least-squares: 0.00013535453774809493
Total least-squares: 0.00013438016087237808
Total least-squares: 0.00013075842719057217
Total least-squares: 0.00012696976457516625
Total least-squares: 0.00012291178285520727
Total least-squares: 0.00012504274898656476
Total least-squares: 0.0001236803869615072
Total least-squares: 0.000124074161040563
Total least-squares: 0.00012637114289769656
Total least-squares: 0.00012639187136222874
Total least-squares: 0.00011949356337306389
Total least-squares: 0.00011791787849928536
Total least-squares: 0.00011515061362823805
Total least-squares: 0.00011052078694971577
Total least-squares: 0.00011278344562106932
Total least-squares: 0.00011361322337301778
Total least-squares: 0.00011837725745600792
Total least-squares: 0.00011553639275884326
Warning: Maximum number of iterations has been exceeded.
Total least-squares: 0.00011052078694971577
Current least-squares: 0.00011052078694971577

Sampling Number: 7 of 500
Total least-squares: 0.0010428655439832098
Total least-squares: 0.000805982100331907
Total least-squares: 0.000997160331615727
Total least-squares: 0.0010405693691997529
Total least-squares: 0.0010325078081090471
Total least-squares: 0.0010582682538598039
Total least-squares: 0.0010410072033404001
Total least-squares: 0.0010298768971296125
Total least-squares: 0.001030679882966955
Total least-squares: 0.0010450275058596584
Total least-squares: 0.0009512293800972173
Total least-squares: 0.0009445534750622964
Total least-squares: 0.0009213100341513055
Total least-squares: 0.0008984487382964063
Total least-squares: 0.0008713062107293374
Total least-squares: 0.0008485703572433335
Total least-squares: 0.0008127272904324807
Total least-squares: 0.0007742832233085937
Total least-squares: 0.0006738069919674207
Total least-squares: 0.0007432280012987565
Total least-squares: 0.0007271701424268289
Total least-squares: 0.0007004863170072033
Total least-squares: 0.0006714112820447693
Total least-squares: 0.000595154732185335
Total least-squares: 0.0006307188530634327
Total least-squares: 0.0006121208066782216
Total least-squares: 0.0006010160174538659
Total least-squares: 0.0005836738002545429
Total least-squares: 0.0005708405643865069
Total least-squares: 0.0005299758179152197
Total least-squares: 0.0005094380202609655
Total least-squares: 0.0005248884530433905
Total least-squares: 0.0005703699205438929
Total least-squares: 0.0005378523254031547
Total least-squares: 0.0006139292771024236
Total least-squares: 0.0006076517929038294
Total least-squares: 0.0005898831407466337
Total least-squares: 0.0005730662347544893
Total least-squares: 0.0006187450339364674
Total least-squares: 0.00055493263380488
Total least-squares: 0.0005600681200773821
Total least-squares: 0.0006371951776107579
Total least-squares: 0.0005428798183989902
Total least-squares: 0.0006973681481057378
Total least-squares: 0.0005325535679249049
Total least-squares: 0.0005510987135499328
Total least-squares: 0.0004893087526747352
Total least-squares: 0.00044909137684417787
Total least-squares: 0.00048021486507660195
Total least-squares: 0.0005594745757879574
Total least-squares: 0.0005231602789172721
Total least-squares: 0.000502477932685222
Total least-squares: 0.000471702991879353
Total least-squares: 0.0004596150879319255
Total least-squares: 0.0004638284013550783
Total least-squares: 0.0004431864314408579
Total least-squares: 0.0004268239355662468
Total least-squares: 0.00040659317825454336
Total least-squares: 0.00036792685858019
Total least-squares: 0.0004106545749546325
Total least-squares: 0.0003816002538745263
Total least-squares: 0.00042625345461543294
Total least-squares: 0.000368524453206293
Total least-squares: 0.00035231721273550976
Total least-squares: 0.0003501866048416457
Total least-squares: 0.00047273235381329844
Total least-squares: 0.0004088690624631354
Total least-squares: 0.0003429134951838847
Total least-squares: 0.0004465020198913265
Total least-squares: 0.00041804130036107213
Total least-squares: 0.000329627048741708
Total least-squares: 0.00039746466754999086
Total least-squares: 0.0003305655280511151
Total least-squares: 0.0003921335074235628
Total least-squares: 0.00030332359744172157
Total least-squares: 0.0003284332635913246
Total least-squares: 0.00040332298203884403
Total least-squares: 0.00032936271255340103
Total least-squares: 0.0005222805378357182
Total least-squares: 0.00034497629347635957
Total least-squares: 0.0003875379297920491
Total least-squares: 0.0003486376052624705
Total least-squares: 0.00036708366075413054
Total least-squares: 0.0003106973527727702
Total least-squares: 0.0003363234159956637
Total least-squares: 0.00032151326330366034
Total least-squares: 0.00029800583585823105
Total least-squares: 0.00034712682681465115
Total least-squares: 0.0003851643277883055
Total least-squares: 0.00031958169809725783
Total least-squares: 0.00029054965053768733
Total least-squares: 0.0003014042135220787
Total least-squares: 0.0003638073568879268
Total least-squares: 0.00031142009052133774
Total least-squares: 0.00028642439933109187
Total least-squares: 0.00028993973202960346
Total least-squares: 0.00028366132871892447
Total least-squares: 0.00028850318823078313
Total least-squares: 0.0002838334810269432
Total least-squares: 0.0002902322953476364
Total least-squares: 0.0002784385609673576
Total least-squares: 0.000352623808423462
Total least-squares: 0.0002864270924837102
Total least-squares: 0.0002693644618707162
Total least-squares: 0.00028979938263128325
Total least-squares: 0.0002417958635531376
Total least-squares: 0.00022184347568672907
Total least-squares: 0.0002567277498144532
Total least-squares: 0.00023265142673570887
Total least-squares: 0.00025782013613307895
Total least-squares: 0.00027968343758960217
Total least-squares: 0.0002522766935586368
Total least-squares: 0.0002193905881722519
Total least-squares: 0.0002289183450542111
Total least-squares: 0.0002041590201311457
Total least-squares: 0.0002032227043516192
Total least-squares: 0.00028421300337147927
Total least-squares: 0.000245613044580091
Total least-squares: 0.00024301421067703853
Total least-squares: 0.00018258173988614768
Total least-squares: 0.00017563297744886024
Total least-squares: 0.00020066346224272924
Total least-squares: 0.00020641333725999472
Total least-squares: 0.00027556272640255456
Total least-squares: 0.00021242943990989273
Total least-squares: 0.00024461401200170116
Total least-squares: 0.00019403083244883551
Total least-squares: 0.0004151577861190296
Total least-squares: 0.00020394208527962977
Total least-squares: 0.00018772839031972786
Total least-squares: 0.00017830356107560773
Total least-squares: 0.00019696757327372736
Total least-squares: 0.0003461895091427415
Total least-squares: 0.00018640748847408486
Total least-squares: 0.00017935685093516996
Total least-squares: 0.0003220418242455005
Total least-squares: 0.00018277124470552172
Total least-squares: 0.00016266869237652293
Total least-squares: 0.00017108896358664698
Total least-squares: 0.0001756660360833818
Total least-squares: 0.00019270771560202704
Total least-squares: 0.00017498013623553312
Total least-squares: 0.00018562287031385961
Total least-squares: 0.00017260132112165516
Total least-squares: 0.00017996851791357167
Total least-squares: 0.0001881481555681323
Total least-squares: 0.00017035046275105896
Total least-squares: 0.00021019647715725685
Total least-squares: 0.00017092423795773143
Total least-squares: 0.00018497742220976478
Total least-squares: 0.00016887867550191806
Total least-squares: 0.00015676672593283996
Total least-squares: 0.00015168595560575147
Total least-squares: 0.0001638109637228826
Total least-squares: 0.00015980929127440354
Total least-squares: 0.0001680840179925529
Total least-squares: 0.00015665397964094465
Total least-squares: 0.0001631153480045605
Total least-squares: 0.00016329883480586615
Total least-squares: 0.0001521488177774869
Total least-squares: 0.00014471522679587907
Total least-squares: 0.00014367972172474102
Total least-squares: 0.00018205758161689644
Total least-squares: 0.00015370474999384579
Total least-squares: 0.00015400614004226009
Total least-squares: 0.00015815093436129664
Total least-squares: 0.0001554318860290458
Total least-squares: 0.00013757402078281398
Total least-squares: 0.00013253275451641916
Total least-squares: 0.00013404455296666678
Total least-squares: 0.0001542405626481441
Total least-squares: 0.00013316980845203222
Total least-squares: 0.00014526337797086028
Total least-squares: 0.00014591333093011495
Total least-squares: 0.00013605893334564713
Total least-squares: 0.00014072653911930327
Total least-squares: 0.00013043387530652022
Total least-squares: 0.00014202956698339064
Total least-squares: 0.0001359442136868206
Total least-squares: 0.00016719691723888255
Total least-squares: 0.0001348990923650755
Total least-squares: 0.00014528729934389672
Total least-squares: 0.00013263685438973308
Total least-squares: 0.0001258784320270026
Total least-squares: 0.00012840470695250688
Total least-squares: 0.00013144722119100397
Total least-squares: 0.00014049652607862887
Total least-squares: 0.00012957538164601003
Total least-squares: 0.0001495384585120583
Total least-squares: 0.0001290958721722166
Total least-squares: 0.0001275567675257252
Total least-squares: 0.00012456033017845054
Total least-squares: 0.0001290206850580871
Total least-squares: 0.00012646247942952593
Total least-squares: 0.00012270367790659105
Total least-squares: 0.0001227382674293163
Total least-squares: 0.00011849012348690214
Total least-squares: 0.00011513056447787863
Total least-squares: 0.00013683021035605165
Total least-squares: 0.00012531716286196096
Total least-squares: 0.00012490152176166357
Total least-squares: 0.00012029492176644882
Total least-squares: 0.00011721109404434824
Total least-squares: 0.00011843035557014709
Total least-squares: 0.00011891405759412251
Total least-squares: 0.00011707725804958062
Total least-squares: 0.00011846460415206424
Total least-squares: 0.00011649547001387872
Total least-squares: 0.00011141989350261964
Total least-squares: 0.00011124228091108463
Total least-squares: 0.00011171226381662458
Total least-squares: 0.00011371936800936067
Total least-squares: 0.0001136891039703938
Total least-squares: 0.00012751769062307333
Total least-squares: 0.00011254181813039104
Total least-squares: 0.00011101089937002542
Total least-squares: 0.00012714101535358474
Total least-squares: 0.0001070784358143271
Total least-squares: 0.00010530108432895922
Total least-squares: 0.00010772428176437685
Total least-squares: 0.00011197893633940703
Total least-squares: 0.00010257312123519506
Total least-squares: 0.00010551700916854956
Total least-squares: 0.00010791877577808308
Total least-squares: 0.00011487282143637555
Total least-squares: 0.00010889623489884584
Total least-squares: 0.00010305825560441994
Total least-squares: 0.00010941993485710551
Total least-squares: 0.00010308320644647724
Total least-squares: 0.00011044868031780488
Total least-squares: 0.00010340283043340299
Total least-squares: 0.00011256014542452921
Total least-squares: 0.00010411907725564936
Total least-squares: 0.00010343527259366523
Total least-squares: 0.0001039374355659434
Total least-squares: 0.00010158872929971116
Total least-squares: 0.00010663491523883136
Total least-squares: 9.961989916588683e-05
Total least-squares: 0.00010126904272204703
Total least-squares: 0.00010474317389938244
Total least-squares: 0.00010010626081507586
Total least-squares: 9.888641489315653e-05
Total least-squares: 0.00010111658095433127
Total least-squares: 0.00010655851497087536
Total least-squares: 0.00010010337175792085
Total least-squares: 0.00010089480403917836
Total least-squares: 0.00010384748900839228
Total least-squares: 0.00010026674750478137
Total least-squares: 0.00010245510658401582
Total least-squares: 9.79898412473202e-05
Total least-squares: 0.00010002179141721488
Total least-squares: 9.631175398102831e-05
Total least-squares: 9.572296961544894e-05
Total least-squares: 0.00010265912592387553
Total least-squares: 9.864840367391516e-05
Total least-squares: 0.0001006793671088202
Total least-squares: 0.00010098890665911195
Total least-squares: 9.841682264719902e-05
Total least-squares: 0.00010141518661130191
Total least-squares: 9.7848471046923e-05
Total least-squares: 9.86777592771212e-05
Total least-squares: 9.752199394626479e-05
Total least-squares: 9.588680259004839e-05
Total least-squares: 9.50086758108975e-05
Total least-squares: 9.429264140759209e-05
Total least-squares: 9.959059437225999e-05
Total least-squares: 9.722992491309442e-05
Total least-squares: 9.972154904927205e-05
Total least-squares: 9.686549842645014e-05
Total least-squares: 9.641109309732414e-05
Total least-squares: 9.537456824260318e-05
Total least-squares: 9.487876474031604e-05
Total least-squares: 9.466921554175743e-05
Total least-squares: 9.389111962932195e-05
Total least-squares: 9.664506808084919e-05
Total least-squares: 9.751058883447472e-05
Total least-squares: 9.556324975064247e-05
Total least-squares: 9.464126457321133e-05
Total least-squares: 9.454994231762678e-05
Total least-squares: 9.557281050636095e-05
Total least-squares: 9.296884155207046e-05
Total least-squares: 9.171251145578162e-05
Total least-squares: 9.57752281098736e-05
Total least-squares: 9.355144298676127e-05
Total least-squares: 9.608286968861326e-05
Total least-squares: 9.429960069961773e-05
Total least-squares: 9.241267738432332e-05
Total least-squares: 9.310268009256233e-05
Total least-squares: 9.400780397860074e-05
Total least-squares: 9.447038852221898e-05
Warning: Maximum number of iterations has been exceeded.
Total least-squares: 9.171251145578162e-05
Current least-squares: 9.171251145578162e-05

Sampling Number: 8 of 500
Total least-squares: 0.0013872558889616643
Total least-squares: 0.0019845618732699695
Total least-squares: 0.001421904361418186
Total least-squares: 0.0013623916223814508
Total least-squares: 0.001394989435871764
Total least-squares: 0.0014081502970005406
Total least-squares: 0.0013834038832807201
Total least-squares: 0.001386299098149369
Total least-squares: 0.0013879243594934901
Total least-squares: 0.0013959219233491468
Total least-squares: 0.001044858734029015
Total least-squares: 0.0008643395780124465
Total least-squares: 0.0012073267463896188
Total least-squares: 0.0011488778637549477
Total least-squares: 0.0010960915823451341
Total least-squares: 0.0010545154074213037
Total least-squares: 0.0009933474268128673
Total least-squares: 0.0009270654999582697
Total least-squares: 0.0008653836479106638
Total least-squares: 0.0008152577147663378
Total least-squares: 0.000755578223984184
Total least-squares: 0.0006324639592491236
Total least-squares: 0.0004646775344891466
Total least-squares: 0.0009573366649545769
Total least-squares: 0.0006603604931354569
Total least-squares: 0.0007342377823321331
Total least-squares: 0.0007109768502841374
Total least-squares: 0.0007724951383681672
Total least-squares: 0.0004594424854920961
Total least-squares: 0.00027472900349041985
Total least-squares: 0.0006818536264166253
Total least-squares: 0.0007386808540375459
Total least-squares: 0.0008017538740760286
Total least-squares: 0.0006174456883807795
Total least-squares: 0.0004094182759853488
Total least-squares: 0.0005203152530117927
Total least-squares: 0.0005404069716247833
Total least-squares: 0.00031371235304584056
Total least-squares: 0.00024251157312394045
Total least-squares: 0.00013258590818592529
Total least-squares: 0.0003372777467877482
Total least-squares: 0.00017689735737042348
Total least-squares: 0.0003206497956062097
Total least-squares: 0.0002497878270119427
Total least-squares: 0.0004964925932806999
Total least-squares: 0.0002364006806689316
Total least-squares: 0.00012731438569131345
Total least-squares: 0.0003890883775126496
Total least-squares: 0.00013706287036885644
Total least-squares: 0.00021628811532276165
Total least-squares: 0.0003741270352295486
Total least-squares: 0.00017919466827953304
Total least-squares: 0.00020067381190080652
Total least-squares: 0.0002379791317457329
Total least-squares: 0.0003459326471841982
Total least-squares: 0.00015239433301513427
Total least-squares: 0.0002752635681677593
Total least-squares: 0.00014006214767280816
Total least-squares: 0.0002995459905178096
Total least-squares: 0.00013970625032085757
Total least-squares: 0.00024970195162754447
Total least-squares: 0.00014025081052368243
Total least-squares: 0.00022323387551774658
Total least-squares: 0.0001272846101501429
Total least-squares: 0.0002073663156221261
Total least-squares: 0.00012957909937304327
Total least-squares: 0.00018173691945328008
Total least-squares: 0.0001312575641284324
Total least-squares: 0.00016171687135088333
Total least-squares: 0.0001248233353974684
Total least-squares: 0.0001492705399133676
Total least-squares: 0.00012051957380980783
Total least-squares: 0.000153365459622221
Total least-squares: 0.00011964690962886328
Total least-squares: 0.00014628389340894414
Total least-squares: 0.00011999565134570629
Total least-squares: 0.00014624847271165926
Total least-squares: 0.00011939216703209172
Total least-squares: 0.0001343276753590018
Total least-squares: 0.00011927282753622651
Total least-squares: 0.00013850850672544694
Total least-squares: 0.00011822748939722654
Total least-squares: 0.00013093123648380886
Total least-squares: 0.0001181013428226231
Total least-squares: 0.00013567122744810792
Total least-squares: 0.0001161110886393537
Total least-squares: 0.0001354262509977494
Total least-squares: 0.00011658931711232406
Total least-squares: 0.00012381784199258497
Total least-squares: 0.00011669510780428397
Total least-squares: 0.00012572312668516353
Total least-squares: 0.00011555184270969103
Total least-squares: 0.00012147539285484174
Total least-squares: 0.00011591050835912616
Total least-squares: 0.00012140985764703297
Total least-squares: 0.00011568135271099868
Total least-squares: 0.00011797170722321631
Total least-squares: 0.00011811402740969081
Total least-squares: 0.00012323854883545572
Total least-squares: 0.00011491300358573395
Total least-squares: 0.00011835715654357631
Total least-squares: 0.00011516809056040182
Total least-squares: 0.00011561193154619272
Total least-squares: 0.00012607665670570048
Total least-squares: 0.00011398171896735903
Total least-squares: 0.00011532669042512096
Total least-squares: 0.0001151596773398508
Total least-squares: 0.00011943026719988537
Total least-squares: 0.00011406267459791145
Total least-squares: 0.00011765294525804621
Total least-squares: 0.00011418220349510476
Total least-squares: 0.00011357666771120128
Total least-squares: 0.00011434249105797955
Total least-squares: 0.00011858676516734397
Total least-squares: 0.00011398164210635372
Total least-squares: 0.00011335720550906076
Total least-squares: 0.00011474983940144064
Total least-squares: 0.00011512289465658375
Total least-squares: 0.00011486345046486249
Total least-squares: 0.00011456245095317508
Total least-squares: 0.00011426382827356994
Total least-squares: 0.00011286612348155632
Total least-squares: 0.00011328397000126906
Total least-squares: 0.00011577921711986632
Total least-squares: 0.00011354759807678173
Total least-squares: 0.00011454626551557068
Total least-squares: 0.00011356969374861426
Total least-squares: 0.00011460688832216963
Total least-squares: 0.00011364113965652631
Total least-squares: 0.00011229206010741038
Total least-squares: 0.00011167474989113947
Total least-squares: 0.00011358570524601293
Total least-squares: 0.00011237720238505413
Total least-squares: 0.00011319847355087966
Total least-squares: 0.00011219921939239909
Total least-squares: 0.00011309717608231867
Total least-squares: 0.00011189493803994126
Total least-squares: 0.0001121314523764488
Total least-squares: 0.00011194165135689228
Total least-squares: 0.00011054962151738213
Total least-squares: 0.00010992547082949943
Total least-squares: 0.00011325413483418857
Total least-squares: 0.00011200478666911149
Total least-squares: 0.0001103511681137959
Total least-squares: 0.00011015630748160805
Total least-squares: 0.00011016200816740319
Total least-squares: 0.0001102202214172424
Total least-squares: 0.00011065749862513274
Total least-squares: 0.00011002451900410006
Total least-squares: 0.00011134707931758659
Total least-squares: 0.00010987265968795928
Total least-squares: 0.00011127262617796235
Total least-squares: 0.00010865660565022539
Total least-squares: 0.0001076109021742556
Total least-squares: 0.00010984252494032361
Total least-squares: 0.00010890185517415689
Total least-squares: 0.00010829854652098644
Total least-squares: 0.00010841270507352445
Total least-squares: 0.00010929114804200537
Total least-squares: 0.00010772277325166366
Total least-squares: 0.00010736729141822881
Total least-squares: 0.00010778342050110027
Total least-squares: 0.00010690708309923589
Total least-squares: 0.00010665085549391292
Total least-squares: 0.00010833415272736681
Total least-squares: 0.00010699106781858071
Total least-squares: 0.00010793248700252568
Total least-squares: 0.00010648960783986155
Total least-squares: 0.00010701926917781395
Total least-squares: 0.00010688671486648173
Total least-squares: 0.00010798630611131003
Total least-squares: 0.00010655671321479029
Total least-squares: 0.00010786751919390217
Total least-squares: 0.00010798595602046537
Total least-squares: 0.00010671611011456293
Total least-squares: 0.00010800628691875085
Total least-squares: 0.00010678410450871349
Total least-squares: 0.00010659303460765034
Total least-squares: 0.00010667121946397492
Total least-squares: 0.00010727220193383195
Total least-squares: 0.0001063386484363529
Total least-squares: 0.000107238719154435
Total least-squares: 0.00010633826643798867
Total least-squares: 0.00010698352085797939
Total least-squares: 0.00010624778027479538
Total least-squares: 0.00010633573369607661
Total least-squares: 0.00010684514357796982
Total least-squares: 0.00010654834670837262
Total least-squares: 0.00010681690615108184
Total least-squares: 0.00010635132597887968
Total least-squares: 0.00010598393770994487
Total least-squares: 0.00010726960559834712
Total least-squares: 0.00010659796058572752
Total least-squares: 0.00010640820488309469
Total least-squares: 0.00010664036507882135
Total least-squares: 0.00010617173693003022
Total least-squares: 0.00010668032359297588
Total least-squares: 0.00010616700215881744
Total least-squares: 0.00010665884509132916
Total least-squares: 0.00010620347506283832
Total least-squares: 0.00010615583258365361
Total least-squares: 0.00010591246682900651
Total least-squares: 0.00010662086537414777
Total least-squares: 0.00010663001171069138
Total least-squares: 0.00010611638580355987
Total least-squares: 0.00010633579609796413
Total least-squares: 0.00010656391510401955
Total least-squares: 0.00010612139364686125
Total least-squares: 0.0001060861522456628
Total least-squares: 0.0001062551531892576
Total least-squares: 0.00010629125217461034
Total least-squares: 0.00010621091314209391
Total least-squares: 0.00010611132043782505
Total least-squares: 0.00010654406297488133
Total least-squares: 0.00010632806166214042
Total least-squares: 0.0001061913738131414
Total least-squares: 0.00010604860420304693
Total least-squares: 0.0001065804957466297
Total least-squares: 0.0001062561725110116
Total least-squares: 0.00010655506440354147
Total least-squares: 0.00010623788673690167
Total least-squares: 0.00010643779159303099
Total least-squares: 0.00010622435333824715
Total least-squares: 0.0001064227832914064
Total least-squares: 0.00010627968519931934
Total least-squares: 0.00010593454533155713
Total least-squares: 0.00010630038976201788
Total least-squares: 0.00010607417364472611
Total least-squares: 0.00010637212621022233
Total least-squares: 0.00010609444737495231
Total least-squares: 0.00010647959804070438
Total least-squares: 0.00010614399698993343
Total least-squares: 0.00010648574440680167
Total least-squares: 0.0001062704544933753
Total least-squares: 0.00010620817142630727
Total least-squares: 0.00010610832653312318
Total least-squares: 0.00010606054540789984
Total least-squares: 0.00010625255730429626
Total least-squares: 0.0001062291806000478
Total least-squares: 0.00010633184982596094
Total least-squares: 0.0001062826717042574
Total least-squares: 0.00010592214518703081
Total least-squares: 0.00010591708669545096
Total least-squares: 0.00010597565203311625
Total least-squares: 0.00010600105390941147
Total least-squares: 0.0001060275758471968
Total least-squares: 0.0001060702325734772
Total least-squares: 0.00010610013774551313
Total least-squares: 0.00010629893852484297
Total least-squares: 0.00010618648160869566
Total least-squares: 0.00010614685917513079
Total least-squares: 0.00010623159737309707
Total least-squares: 0.00010599609262539433
Total least-squares: 0.00010619562021163445
Total least-squares: 0.00010608525812532748
Total least-squares: 0.00010597572926546415
Total least-squares: 0.00010608435081807688
Total least-squares: 0.00010597544106496884
Total least-squares: 0.00010613366341016835
Total least-squares: 0.00010598920442307209
Total least-squares: 0.00010609096913214905
Total least-squares: 0.00010590710909300164
Total least-squares: 0.00010595870574092469
Total least-squares: 0.00010607171885810608
Total least-squares: 0.00010592616102084882
Total least-squares: 0.00010597310889474818
Total least-squares: 0.0001059075944861389
Total least-squares: 0.00010597105078942629
Total least-squares: 0.00010597032696974356
Total least-squares: 0.00010602880407225891
Total least-squares: 0.0001059025594387686
Total least-squares: 0.0001060186272328689
Total least-squares: 0.00010590673004732327
Total least-squares: 0.00010598552641616975
Total least-squares: 0.00010591086393183907
Total least-squares: 0.0001059751074526
Total least-squares: 0.00010591863315722069
Total least-squares: 0.000105961785900793
Total least-squares: 0.00010593152344226788
Total least-squares: 0.0001058950903448593
Total least-squares: 0.00010590580043222508
Total least-squares: 0.00010590744089476823
Total least-squares: 0.00010590729043820359
Total least-squares: 0.00010590166951278473
Total least-squares: 0.00010591742345238131
Total least-squares: 0.00010590758146686028
Total least-squares: 0.00010590771016049538
Total least-squares: 0.00010597332094202191
Total least-squares: 0.00010591415702967904
Total least-squares: 0.00010590721733977155
Total least-squares: 0.0001059460109760396
Total least-squares: 0.00010593969182979769
Total least-squares: 0.000105934694636282
Total least-squares: 0.00010590400600382467
Total least-squares: 0.00010591952622603485
Total least-squares: 0.00010590425415768418
Total least-squares: 0.00010591958070068395
Total least-squares: 0.00010593231929747423
Total least-squares: 0.00010592512883166029
Total least-squares: 0.00010590513852741042
Total least-squares: 0.00010591938072546457
Total least-squares: 0.00010592574474916308
Total least-squares: 0.00010590534050362505
Total least-squares: 0.00010593386117009787
Total least-squares: 0.0001059379844333002
Total least-squares: 0.00010590314376641914
Total least-squares: 0.0001059058011846797
Total least-squares: 0.00010590560448647926
Total least-squares: 0.00010590462991132042
Total least-squares: 0.00010591470965621407
Total least-squares: 0.0001059032827296594
Total least-squares: 0.00010591683022700574
Total least-squares: 0.00010590515249930782
Total least-squares: 0.00010592252379194739
Total least-squares: 0.00010591283372490793
